schema_version,round,agent,mode,episode_steps,survival_steps,score,coins_collected,initially_available_coins,coins_found,crates_destroyed,bombs_dropped,useful_bombs,self_kills,invalid_actions,attempted_actions,invalid_action_rate,survived,termination_reason,executed_action_sequence_sha256,action_up,action_right,action_down,action_left,action_wait,action_bomb,action_unknown,decision_time_median_ms,decision_time_p95_ms,decision_time_max_ms,shaped_reward,epsilon,q_table_size,replay_size,update_count,mean_loss,mean_abs_td_error,target_synchronizations,episode_target_synchronizations,total_state_visits,evaluation_decisions,evaluation_unseen_decisions,mean_visits_per_state,singleton_state_fraction,evaluation_unseen_state_rate,cell,model,scenario,world_seed,agent_seed,suite,collection_fraction
1,1,_run_plan_e8ab8175dc_e49d63b2a8,evaluation,400,400,5,5,9,5,78,41,,0,0,400,0.0,True,step_limit,40d8c3db4604a2c135e5041b30d008b7611603d8c12fd84b93b939d10a5f2ec5,50,94,64,93,58,41,0,1.6990900039672852,3.664815425872796,6.1187744140625,,,,,,,,,,,,,,,,C,r3,classic,324025,424025,classic-repeat,0.5555555555555556
1,1,_run_plan_e8ab8175dc_e49d63b2a8,evaluation,400,400,6,6,9,6,84,54,,0,0,400,0.0,True,step_limit,9651921f93735d8868cb7aa380eb638420a7d01a73ee67a00383c03b127f1495,58,81,52,79,76,54,0,1.7161369323730469,4.224228858947752,8.063554763793945,,,,,,,,,,,,,,,,C,r3,classic,324026,424026,classic-repeat,0.6666666666666666
1,1,_run_plan_e8ab8175dc_e49d63b2a8,evaluation,400,400,6,6,9,6,71,32,,0,0,400,0.0,True,step_limit,48d4fa9c5ec435ed97678476e7daabb42f20df1a89bc3574fc509baa96d2c44f,117,44,113,44,50,32,0,1.9619464874267578,3.6162376403808594,5.171537399291992,,,,,,,,,,,,,,,,C,r3,classic,324027,424027,classic-repeat,0.6666666666666666
1,1,_run_plan_e8ab8175dc_e49d63b2a8,evaluation,400,400,1,1,9,1,26,11,,0,0,400,0.0,True,step_limit,def3a5dfa62d29cb56a47c56ed4bf18a0efa2d6f9c6112559c0a2dcb0321b84c,168,21,167,15,18,11,0,2.0848512649536133,2.5277495384216304,5.018472671508789,,,,,,,,,,,,,,,,C,r3,classic,324028,424028,classic-repeat,0.1111111111111111
1,1,_run_plan_e8ab8175dc_e49d63b2a8,evaluation,400,400,5,5,9,6,86,38,,0,0,400,0.0,True,step_limit,0b4dfdfbed464e4261266bbfd12d7a3d575b2a5bc1e08393ea1151213471fb82,102,40,110,52,58,38,0,1.8402338027954102,4.140174388885498,5.155324935913086,,,,,,,,,,,,,,,,C,r3,classic,324029,424029,classic-repeat,0.5555555555555556
1,1,_run_plan_e8ab8175dc_e49d63b2a8,evaluation,400,400,8,8,9,8,94,45,,0,0,400,0.0,True,step_limit,c39a677033cc3cbc56847dcfedef49d8c31004db11d10759dd2b1d10ebc32b87,46,85,60,97,67,45,0,1.5916824340820312,3.7629246711730944,7.599115371704102,,,,,,,,,,,,,,,,C,r3,classic,324030,424030,classic-repeat,0.8888888888888888
1,1,_run_plan_e8ab8175dc_e49d63b2a8,evaluation,400,400,9,9,9,9,107,50,,0,0,400,0.0,True,step_limit,7cbc2950aae45f31a4ddc13ba7a0c0c17fcc879c1d4f2e22f1b33ea2626f598d,62,80,62,71,75,50,0,1.6213655471801758,3.9953470230102535,6.404638290405273,,,,,,,,,,,,,,,,C,r3,classic,324031,424031,classic-repeat,1.0
1,1,_run_plan_e8ab8175dc_e49d63b2a8,evaluation,400,400,0,0,9,0,10,6,,0,0,400,0.0,True,step_limit,d7ff66e7abc08dc50f935bb7aff6ac4d97ce7e5dcbda465854843d93e126e65b,186,6,184,6,12,6,0,1.490473747253418,2.012383937835693,2.568483352661133,,,,,,,,,,,,,,,,C,r3,classic,324032,424032,classic-repeat,0.0
1,1,_run_plan_e8ab8175dc_e49d63b2a8,evaluation,400,400,0,0,9,0,25,52,,0,0,400,0.0,True,step_limit,9d6ed21aaea5985eba819313b6056e0ea7e58727459ffcb8c495056b57773827,90,56,88,55,59,52,0,1.3126134872436523,2.127194404602051,2.7954578399658203,,,,,,,,,,,,,,,,C,r3,classic,324033,424033,classic-repeat,0.0
1,1,_run_plan_e8ab8175dc_e49d63b2a8,evaluation,400,400,2,2,9,2,36,15,,0,0,400,0.0,True,step_limit,c6e18a1510f4ed56ab4fee1da58dfbbc612759df1a836ad6fbec3096e4ac335f,160,20,158,20,27,15,0,1.8038749694824219,2.861583232879637,5.367040634155273,,,,,,,,,,,,,,,,C,r3,classic,324034,424034,classic-repeat,0.2222222222222222
1,1,_run_plan_e8ab8175dc_e49d63b2a8,evaluation,400,400,0,0,9,1,10,3,,0,0,400,0.0,True,step_limit,89e57746d1d041f34f60468c63ff6b2e8efab7311ed326f4e86acc457fa7d609,5,192,5,190,5,3,0,0.6943941116333008,0.9100556373596191,2.583742141723633,,,,,,,,,,,,,,,,C,r3,classic,324035,424035,classic-repeat,0.0
1,1,_run_plan_e8ab8175dc_e49d63b2a8,evaluation,400,400,4,4,9,4,80,52,,0,0,400,0.0,True,step_limit,800fb8f81afcbf15fab32a9857b9fc795e7afe0453fdf521522d511053071cc4,50,83,49,91,75,52,0,1.586318016052246,4.202246665954589,5.279302597045898,,,,,,,,,,,,,,,,C,r3,classic,324036,424036,classic-repeat,0.4444444444444444
1,1,_run_plan_e8ab8175dc_e49d63b2a8,evaluation,400,400,0,0,9,0,38,52,,0,0,400,0.0,True,step_limit,d8620400bd167838470f691d3d024baa05402f76e6474c6bfe81c422ed85079e,86,59,82,58,63,52,0,1.7087459564208984,2.8758168220520006,4.2209625244140625,,,,,,,,,,,,,,,,C,r3,classic,324037,424037,classic-repeat,0.0
1,1,_run_plan_e8ab8175dc_e49d63b2a8,evaluation,400,400,4,4,9,4,101,53,,0,0,400,0.0,True,step_limit,8becddf1b78e8aa71af9b99e23e11008f4bbf93012949188bf1eb8fa4b1a4b75,58,61,65,73,90,53,0,1.5484094619750977,4.241180419921872,7.523298263549805,,,,,,,,,,,,,,,,C,r3,classic,324038,424038,classic-repeat,0.4444444444444444
1,1,_run_plan_e8ab8175dc_e49d63b2a8,evaluation,400,400,6,6,9,6,92,52,,0,0,400,0.0,True,step_limit,38ad3273cdb9d87a0998597b98d8c1ff024d54709cf3a55f66a3855a2a4df75a,65,62,75,74,72,52,0,1.5403032302856445,4.114925861358641,6.881475448608398,,,,,,,,,,,,,,,,C,r3,classic,324039,424039,classic-repeat,0.6666666666666666
1,1,_run_plan_e8ab8175dc_e49d63b2a8,evaluation,400,400,5,5,9,6,68,32,,0,0,400,0.0,True,step_limit,41650e7d2dadfc1aff3334fd82a7821917288038f346ead76ef00c5134c0b0c9,118,49,108,45,48,32,0,2.2995471954345703,3.5042881965637203,5.445003509521484,,,,,,,,,,,,,,,,C,r3,classic,324040,424040,classic-repeat,0.5555555555555556
1,1,_run_plan_e8ab8175dc_e49d63b2a8,evaluation,400,400,2,2,50,0,0,0,,0,0,400,0.0,True,step_limit,ba89b88c777a0f461b7a87a06ff6278c1b6b8112569f0b13f137d9fbb9114e75,200,0,200,0,0,0,0,1.6715526580810547,2.1082997322082506,2.9163360595703125,,,,,,,,,,,,,,,,C,r3,coin-heaven,325001,425001,coin-heaven-primary,0.04
1,1,_run_plan_e8ab8175dc_e49d63b2a8,evaluation,400,400,13,13,50,0,0,0,,0,0,400,0.0,True,step_limit,10009789be8620cdc6d44df4dff1155d645769b9b39957c94243dd333a5abe56,3,7,9,2,379,0,0,3.655552864074707,4.596126079559326,6.952047348022461,,,,,,,,,,,,,,,,C,r3,coin-heaven,325002,425002,coin-heaven-primary,0.26
1,1,_run_plan_e8ab8175dc_e49d63b2a8,evaluation,400,400,31,31,50,0,0,3,,0,0,400,0.0,True,step_limit,ec05f1a777b0c64e56693d2cb99d018cb6edf560139a226065baead2155d6826,21,24,11,17,324,3,0,3.505706787109375,4.73902225494384,6.673574447631836,,,,,,,,,,,,,,,,C,r3,coin-heaven,325003,425003,coin-heaven-primary,0.62
1,1,_run_plan_e8ab8175dc_e49d63b2a8,evaluation,400,400,8,8,50,0,0,0,,0,0,400,0.0,True,step_limit,c3d44d2c0bb4be337d5bd5d0f6909a5a627978f3d60488192f3c484a60c6426e,3,8,3,1,385,0,0,2.3474693298339844,3.0027985572814933,5.489826202392578,,,,,,,,,,,,,,,,C,r3,coin-heaven,325004,425004,coin-heaven-primary,0.16
1,1,_run_plan_e8ab8175dc_e49d63b2a8,evaluation,400,400,10,10,50,0,0,0,,0,0,400,0.0,True,step_limit,8d51f02864b9b965753329fbd33d5c7e3ff5b3120576d78cdc14d224cb21210e,5,8,5,2,380,0,0,3.1888484954833984,4.003787040710449,5.386114120483398,,,,,,,,,,,,,,,,C,r3,coin-heaven,325005,425005,coin-heaven-primary,0.2
1,1,_run_plan_e8ab8175dc_e49d63b2a8,evaluation,400,400,4,4,50,0,0,0,,0,0,400,0.0,True,step_limit,e3ba142d8d33001dc08bebb960d32fa070cc0b17712f6e9ef467ff97d26d749f,1,5,1,0,393,0,0,2.275228500366211,2.8799295425415035,5.373239517211914,,,,,,,,,,,,,,,,C,r3,coin-heaven,325006,425006,coin-heaven-primary,0.08
1,1,_run_plan_e8ab8175dc_e49d63b2a8,evaluation,400,400,2,2,50,0,0,0,,0,0,400,0.0,True,step_limit,a0bdafb387b559782d367522599e076e1f63bf36d56106d152df53f9ebb2d95d,1,200,1,198,0,0,0,2.3856163024902344,2.9924154281616206,3.8356781005859375,,,,,,,,,,,,,,,,C,r3,coin-heaven,325007,425007,coin-heaven-primary,0.04
1,1,_run_plan_e8ab8175dc_e49d63b2a8,evaluation,158,158,50,50,50,0,0,9,,0,0,158,0.0,True,survived,8cdb7a936e489240216dc2c75a7b11361b28a2a160516983f2d258ee2850d65b,45,27,31,38,8,9,0,3.065347671508789,5.785942077636719,6.738185882568359,,,,,,,,,,,,,,,,C,r3,coin-heaven,325008,425008,coin-heaven-primary,1.0
1,1,_run_plan_e8ab8175dc_e49d63b2a8,evaluation,134,134,50,50,50,0,0,10,,0,0,134,0.0,True,survived,930415a6f47e281b78807b6836411f46db9b23ea69ef779981c54f77bdb63c6c,30,36,32,22,4,10,0,2.93123722076416,5.63056468963623,7.063627243041992,,,,,,,,,,,,,,,,C,r3,coin-heaven,325009,425009,coin-heaven-primary,1.0
1,1,_run_plan_e8ab8175dc_e49d63b2a8,evaluation,400,400,29,29,50,0,0,1,,0,0,400,0.0,True,step_limit,f8aa833074fc678facc9cd6a52e556823c9302554a7e8f171a671abec99f1191,28,10,14,22,325,1,0,2.6303529739379883,4.564321041107174,6.477832794189453,,,,,,,,,,,,,,,,C,r3,coin-heaven,325010,425010,coin-heaven-primary,0.58
1,1,_run_plan_e8ab8175dc_e49d63b2a8,evaluation,400,400,49,49,50,0,0,9,,0,0,400,0.0,True,step_limit,bb0690971cc16f2bc9c0f80f78d855d898b3da3d1c4c8084a3fa3d4d66c948c4,168,38,155,24,6,9,0,1.7695426940917969,4.964375495910644,8.228540420532227,,,,,,,,,,,,,,,,C,r3,coin-heaven,325011,425011,coin-heaven-primary,0.98
1,1,_run_plan_e8ab8175dc_e49d63b2a8,evaluation,400,400,17,17,50,0,0,0,,0,0,400,0.0,True,step_limit,24497a38958ac3c25aaed00145bb0efcf830525291e0c102f438c8aad8bb44be,15,2,5,13,365,0,0,3.1899213790893555,4.407322406768795,8.84699821472168,,,,,,,,,,,,,,,,C,r3,coin-heaven,325012,425012,coin-heaven-primary,0.34
1,1,_run_plan_e8ab8175dc_e49d63b2a8,evaluation,400,400,23,23,50,0,0,1,,0,0,400,0.0,True,step_limit,03d28fcd35ff632bd9e184e2780eb91d21395e36764a1a4834bc1a669637179d,7,186,21,184,1,1,0,2.472519874572754,3.599929809570311,10.554790496826172,,,,,,,,,,,,,,,,C,r3,coin-heaven,325013,425013,coin-heaven-primary,0.46
1,1,_run_plan_e8ab8175dc_e49d63b2a8,evaluation,400,400,23,23,50,0,0,0,,0,0,400,0.0,True,step_limit,bed14b74b1bf29fa0c11a6e934f7c36eda091935627898db0f48366b0c019621,19,8,13,21,339,0,0,2.732515335083008,4.109036922454833,6.11567497253418,,,,,,,,,,,,,,,,C,r3,coin-heaven,325014,425014,coin-heaven-primary,0.46
1,1,_run_plan_e8ab8175dc_e49d63b2a8,evaluation,400,400,45,45,50,0,0,4,,0,0,400,0.0,True,step_limit,315cf799ea7d5b2decf8c1c3e5e7e7bddaa325f35186c01f8c854e43e2312237,28,174,28,165,1,4,0,2.8351545333862305,5.1557064056396475,7.866382598876953,,,,,,,,,,,,,,,,C,r3,coin-heaven,325015,425015,coin-heaven-primary,0.9
1,1,_run_plan_e8ab8175dc_e49d63b2a8,evaluation,400,400,14,14,50,0,0,2,,0,0,400,0.0,True,step_limit,233582c8a3afaeaed87a510433ce20c0ba64c2f58cff16ea277dec8f61a899ab,7,15,7,3,366,2,0,2.6007890701293945,3.6752939224243146,5.554676055908203,,,,,,,,,,,,,,,,C,r3,coin-heaven,325016,425016,coin-heaven-primary,0.28
1,1,_run_plan_e8ab8175dc_e49d63b2a8,evaluation,400,400,3,3,50,0,0,0,,0,0,400,0.0,True,step_limit,34e746afc78468e93009faa5b0a2edf405c2963b64c3245bcf4cfed047a4f31f,2,3,0,0,395,0,0,2.755880355834961,3.4657835960388166,5.272150039672852,,,,,,,,,,,,,,,,C,r3,coin-heaven,325017,425017,coin-heaven-primary,0.06
1,1,_run_plan_e8ab8175dc_e49d63b2a8,evaluation,400,400,13,13,50,0,0,2,,0,0,400,0.0,True,step_limit,5f364470e731da33324c40fe430dbe1bb1cc42c295a048fd814634bd94c683c9,5,10,9,3,371,2,0,3.5685300827026367,4.596984386444091,6.290435791015625,,,,,,,,,,,,,,,,C,r3,coin-heaven,325018,425018,coin-heaven-primary,0.26
1,1,_run_plan_e8ab8175dc_e49d63b2a8,evaluation,400,400,19,19,50,0,0,1,,0,0,400,0.0,True,step_limit,e3de77d947ed9f5131d16a5ff96eacedb27bd4bb244469632ecc700a4b5349f7,6,6,10,13,364,1,0,3.5037994384765625,4.591870307922362,8.336067199707031,,,,,,,,,,,,,,,,C,r3,coin-heaven,325019,425019,coin-heaven-primary,0.38
1,1,_run_plan_e8ab8175dc_e49d63b2a8,evaluation,400,400,41,41,50,0,0,7,,0,0,400,0.0,True,step_limit,ae360013b45f26eaee73dafc41a464a33d5d1e74bf09df452ab320c06bee57f6,41,26,27,13,286,7,0,1.778721809387207,4.901850223541252,6.90150260925293,,,,,,,,,,,,,,,,C,r3,coin-heaven,325020,425020,coin-heaven-primary,0.82
1,1,_run_plan_e8ab8175dc_e49d63b2a8,evaluation,128,128,50,50,50,0,0,5,,0,0,128,0.0,True,survived,56c840f6e73fbbaeba024c715806f084dca0ecd9c87dfc6a12f12884b903482c,35,30,26,30,2,5,0,3.4170150756835938,5.884516239166259,6.451606750488281,,,,,,,,,,,,,,,,C,r3,coin-heaven,325021,425021,coin-heaven-primary,1.0
1,1,_run_plan_e8ab8175dc_e49d63b2a8,evaluation,400,400,48,48,50,0,0,7,,0,0,400,0.0,True,step_limit,a270a5879ef43d196bbf3941c37afff7a59fdc21b734fc9567972fbf6073c713,175,15,176,27,0,7,0,2.5576353073120117,4.902100563049314,9.410381317138672,,,,,,,,,,,,,,,,C,r3,coin-heaven,325022,425022,coin-heaven-primary,0.96
1,1,_run_plan_e8ab8175dc_e49d63b2a8,evaluation,400,400,37,37,50,0,0,5,,0,0,400,0.0,True,step_limit,fd96d2259ad77d125d54ac79f7e5e2055bd095d24c28f9c63547f02d609ebf7c,175,29,175,15,1,5,0,1.7249584197998047,4.942691326141356,7.043123245239258,,,,,,,,,,,,,,,,C,r3,coin-heaven,325023,425023,coin-heaven-primary,0.74
1,1,_run_plan_e8ab8175dc_e49d63b2a8,evaluation,400,400,30,30,50,0,0,1,,0,0,400,0.0,True,step_limit,b646f11a8eb402dc26306559947132ff218c3188aebc38837efa242a1a72504e,22,20,8,13,336,1,0,2.352118492126465,3.8547873497009277,6.359100341796875,,,,,,,,,,,,,,,,C,r3,coin-heaven,325024,425024,coin-heaven-primary,0.6
1,1,_run_plan_e8ab8175dc_e49d63b2a8,evaluation,400,400,19,19,50,0,0,0,,0,0,400,0.0,True,step_limit,96dd5e6d9ee9bfbb71732a4de4ae0f760c73ddd32c226a0c67fd342d530a3d2a,8,4,12,11,365,0,0,3.5723447799682617,4.550302028656005,6.0577392578125,,,,,,,,,,,,,,,,C,r3,coin-heaven,325025,425025,coin-heaven-primary,0.38
1,1,_run_plan_e8ab8175dc_e49d63b2a8,evaluation,400,400,2,2,50,0,0,0,,0,0,400,0.0,True,step_limit,482b24a0cc66d3ebc7e0038d6da7fdc0183bb0b98eabbda78598a34bbefc9a4f,0,0,0,7,393,0,0,2.354860305786133,3.10765504837036,5.936861038208008,,,,,,,,,,,,,,,,C,r3,coin-heaven,325026,425026,coin-heaven-primary,0.04
1,1,_run_plan_e8ab8175dc_e49d63b2a8,evaluation,400,400,4,4,50,0,0,1,,0,0,400,0.0,True,step_limit,f2855a1b6134700d3603145605e0fd5e0edf15315f2e3e55794ee61b2fd7cc28,5,196,5,193,0,1,0,2.8096437454223633,3.4641981124877916,4.8370361328125,,,,,,,,,,,,,,,,C,r3,coin-heaven,325027,425027,coin-heaven-primary,0.08
1,1,_run_plan_e8ab8175dc_e49d63b2a8,evaluation,400,400,46,46,50,0,0,6,,0,0,400,0.0,True,step_limit,87ec6f449a148d76592682aefa39bac37db1f60903be56a2dfeeaee65d6b1009,35,28,35,26,270,6,0,2.6232004165649414,4.877078533172607,7.341623306274414,,,,,,,,,,,,,,,,C,r3,coin-heaven,325028,425028,coin-heaven-primary,0.92
1,1,_run_plan_e8ab8175dc_e49d63b2a8,evaluation,400,400,41,41,50,0,0,2,,0,0,400,0.0,True,step_limit,431b57631b2118e43469eadfe32fceb75df303ee50e4e98197feeceae63afee5,179,15,179,25,0,2,0,2.868056297302246,4.820501804351807,7.19761848449707,,,,,,,,,,,,,,,,C,r3,coin-heaven,325029,425029,coin-heaven-primary,0.82
1,1,_run_plan_e8ab8175dc_e49d63b2a8,evaluation,400,400,49,49,50,0,0,7,,0,0,400,0.0,True,step_limit,0d97a9bc11c95dbe89800218f066b484507c74773f00162a552610b1b2b37f25,172,35,159,23,4,7,0,2.555966377258301,4.9781084060668945,7.564783096313477,,,,,,,,,,,,,,,,C,r3,coin-heaven,325030,425030,coin-heaven-primary,0.98
1,1,_run_plan_e8ab8175dc_e49d63b2a8,evaluation,400,400,2,2,50,0,0,0,,0,0,400,0.0,True,step_limit,5f933beaf0c89e7ae69a959d47bd5ad29ca4a165160f72fd0f9ef63fa9b5c8a0,0,1,2,0,397,0,0,2.2940635681152344,2.836644649505615,4.174232482910156,,,,,,,,,,,,,,,,C,r3,coin-heaven,325031,425031,coin-heaven-primary,0.04
1,1,_run_plan_e8ab8175dc_e49d63b2a8,evaluation,400,400,28,28,50,0,0,2,,0,0,400,0.0,True,step_limit,42fd39502e9134523281214a77974f1307f5ef93fc1cd6aaeaf3e6e7d653f39f,24,14,10,21,329,2,0,2.3517608642578125,4.234075546264633,7.0858001708984375,,,,,,,,,,,,,,,,C,r3,coin-heaven,325032,425032,coin-heaven-primary,0.56
1,1,_run_plan_e8ab8175dc_e49d63b2a8,evaluation,400,400,1,1,50,0,0,0,,0,0,400,0.0,True,step_limit,708a40220e94daf4e63133f835066e65f92bb54cb36b121e8746efd128528fbe,0,0,0,1,399,0,0,1.6889572143554688,2.1328091621398917,3.012418746948242,,,,,,,,,,,,,,,,C,r3,coin-heaven,325033,425033,coin-heaven-primary,0.02
1,1,_run_plan_e8ab8175dc_e49d63b2a8,evaluation,400,400,27,27,50,0,0,2,,0,0,400,0.0,True,step_limit,7aa858c129178eb23ef8ec5467d22a51fbfc7187de7b9d51410d6ad932cdbfa1,19,13,7,18,341,2,0,3.0851364135742188,4.43317890167236,7.111310958862305,,,,,,,,,,,,,,,,C,r3,coin-heaven,325034,425034,coin-heaven-primary,0.54
1,1,_run_plan_e8ab8175dc_e49d63b2a8,evaluation,400,400,38,38,50,0,0,7,,0,0,400,0.0,True,step_limit,09c371a5ca19ab49ac3d64f345da0db4aa6b61bb96699c08735c6540386242fd,21,180,21,170,1,7,0,2.8252601623535156,4.11916971206665,6.136178970336914,,,,,,,,,,,,,,,,C,r3,coin-heaven,325035,425035,coin-heaven-primary,0.76
1,1,_run_plan_e8ab8175dc_e49d63b2a8,evaluation,139,139,50,50,50,0,0,7,,0,0,139,0.0,True,survived,3b73712bdf3f098fac0703916e6a79a2cde1275e745b0d16ff7b34ec70a5e16b,38,38,30,24,2,7,0,3.0176639556884766,5.7135820388793945,6.255388259887695,,,,,,,,,,,,,,,,C,r3,coin-heaven,325036,425036,coin-heaven-primary,1.0
1,1,_run_plan_e8ab8175dc_e49d63b2a8,evaluation,400,400,23,23,50,0,0,5,,0,0,400,0.0,True,step_limit,8456b6217dbfa7ed5772e594d84f3b9be542d5e3357d1c5367a17ab5ba456db8,23,16,9,14,333,5,0,2.597689628601074,3.9810776710510227,6.847620010375977,,,,,,,,,,,,,,,,C,r3,coin-heaven,325037,425037,coin-heaven-primary,0.46
1,1,_run_plan_e8ab8175dc_e49d63b2a8,evaluation,400,400,14,14,50,0,0,3,,0,0,400,0.0,True,step_limit,29eab1c33ceccb517ca11aa49583ea7cb71d69c7408fb1cc6bbf1953f079d244,15,5,15,18,344,3,0,1.7262697219848633,3.42459678649902,7.591009140014648,,,,,,,,,,,,,,,,C,r3,coin-heaven,325038,425038,coin-heaven-primary,0.28
1,1,_run_plan_e8ab8175dc_e49d63b2a8,evaluation,400,400,17,17,50,0,0,0,,0,0,400,0.0,True,step_limit,3fda2c057ed1f08c607cefdc5a85c8975a6432c59a72af4216aec2035786175b,15,2,1,15,367,0,0,1.7300844192504883,3.0481576919555575,6.585359573364258,,,,,,,,,,,,,,,,C,r3,coin-heaven,325039,425039,coin-heaven-primary,0.34
1,1,_run_plan_e8ab8175dc_e49d63b2a8,evaluation,400,400,28,28,50,0,0,3,,0,0,400,0.0,True,step_limit,cfda25b0086f9fdd305f81e1d2c283f893fb4734dcf9e866d205bb9a44f012e5,11,19,19,6,342,3,0,2.7561187744140625,4.531574249267555,7.3223114013671875,,,,,,,,,,,,,,,,C,r3,coin-heaven,325040,425040,coin-heaven-primary,0.56
1,1,_run_plan_e8ab8175dc_e49d63b2a8,evaluation,400,400,2,2,50,0,0,0,,0,0,400,0.0,True,step_limit,ba89b88c777a0f461b7a87a06ff6278c1b6b8112569f0b13f137d9fbb9114e75,200,0,200,0,0,0,0,1.6859769821166992,2.1714091300964347,2.8324127197265625,,,,,,,,,,,,,,,,C,r3,coin-heaven,325001,425001,coin-heaven-repeat,0.04
1,1,_run_plan_e8ab8175dc_e49d63b2a8,evaluation,400,400,13,13,50,0,0,0,,0,0,400,0.0,True,step_limit,10009789be8620cdc6d44df4dff1155d645769b9b39957c94243dd333a5abe56,3,7,9,2,379,0,0,3.668665885925293,4.553830623626709,5.576610565185547,,,,,,,,,,,,,,,,C,r3,coin-heaven,325002,425002,coin-heaven-repeat,0.26
1,1,_run_plan_e8ab8175dc_e49d63b2a8,evaluation,400,400,31,31,50,0,0,3,,0,0,400,0.0,True,step_limit,ec05f1a777b0c64e56693d2cb99d018cb6edf560139a226065baead2155d6826,21,24,11,17,324,3,0,3.5260915756225586,4.705023765563964,6.702899932861328,,,,,,,,,,,,,,,,C,r3,coin-heaven,325003,425003,coin-heaven-repeat,0.62
1,1,_run_plan_e8ab8175dc_e49d63b2a8,evaluation,400,400,8,8,50,0,0,0,,0,0,400,0.0,True,step_limit,c3d44d2c0bb4be337d5bd5d0f6909a5a627978f3d60488192f3c484a60c6426e,3,8,3,1,385,0,0,2.3180246353149414,3.006649017333984,5.007505416870117,,,,,,,,,,,,,,,,C,r3,coin-heaven,325004,425004,coin-heaven-repeat,0.16
1,1,_run_plan_e8ab8175dc_e49d63b2a8,evaluation,400,400,10,10,50,0,0,0,,0,0,400,0.0,True,step_limit,8d51f02864b9b965753329fbd33d5c7e3ff5b3120576d78cdc14d224cb21210e,5,8,5,2,380,0,0,3.142118453979492,3.9148807525634717,5.5789947509765625,,,,,,,,,,,,,,,,C,r3,coin-heaven,325005,425005,coin-heaven-repeat,0.2
1,1,_run_plan_e8ab8175dc_e49d63b2a8,evaluation,400,400,4,4,50,0,0,0,,0,0,400,0.0,True,step_limit,e3ba142d8d33001dc08bebb960d32fa070cc0b17712f6e9ef467ff97d26d749f,1,5,1,0,393,0,0,2.2639036178588867,2.846336364746092,4.302263259887695,,,,,,,,,,,,,,,,C,r3,coin-heaven,325006,425006,coin-heaven-repeat,0.08
1,1,_run_plan_e8ab8175dc_e49d63b2a8,evaluation,400,400,2,2,50,0,0,0,,0,0,400,0.0,True,step_limit,a0bdafb387b559782d367522599e076e1f63bf36d56106d152df53f9ebb2d95d,1,200,1,198,0,0,0,2.4553537368774414,3.0235052108764644,4.483699798583984,,,,,,,,,,,,,,,,C,r3,coin-heaven,325007,425007,coin-heaven-repeat,0.04
1,1,_run_plan_e8ab8175dc_e49d63b2a8,evaluation,158,158,50,50,50,0,0,9,,0,0,158,0.0,True,survived,8cdb7a936e489240216dc2c75a7b11361b28a2a160516983f2d258ee2850d65b,45,27,31,38,8,9,0,3.0927658081054688,5.684554576873779,8.444547653198242,,,,,,,,,,,,,,,,C,r3,coin-heaven,325008,425008,coin-heaven-repeat,1.0
1,1,_run_plan_e8ab8175dc_e49d63b2a8,evaluation,134,134,50,50,50,0,0,10,,0,0,134,0.0,True,survived,930415a6f47e281b78807b6836411f46db9b23ea69ef779981c54f77bdb63c6c,30,36,32,22,4,10,0,2.965569496154785,6.004965305328369,6.643772125244141,,,,,,,,,,,,,,,,C,r3,coin-heaven,325009,425009,coin-heaven-repeat,1.0
1,1,_run_plan_e8ab8175dc_e49d63b2a8,evaluation,400,400,29,29,50,0,0,1,,0,0,400,0.0,True,step_limit,f8aa833074fc678facc9cd6a52e556823c9302554a7e8f171a671abec99f1191,28,10,14,22,325,1,0,2.625703811645508,4.574978351593011,7.0095062255859375,,,,,,,,,,,,,,,,C,r3,coin-heaven,325010,425010,coin-heaven-repeat,0.58
1,1,_run_plan_e8ab8175dc_e49d63b2a8,evaluation,400,400,49,49,50,0,0,9,,0,0,400,0.0,True,step_limit,bb0690971cc16f2bc9c0f80f78d855d898b3da3d1c4c8084a3fa3d4d66c948c4,168,38,155,24,6,9,0,1.779317855834961,4.902327060699463,6.517648696899414,,,,,,,,,,,,,,,,C,r3,coin-heaven,325011,425011,coin-heaven-repeat,0.98
1,1,_run_plan_e8ab8175dc_e49d63b2a8,evaluation,400,400,17,17,50,0,0,0,,0,0,400,0.0,True,step_limit,24497a38958ac3c25aaed00145bb0efcf830525291e0c102f438c8aad8bb44be,15,2,5,13,365,0,0,3.2372474670410156,4.278206825256341,6.565093994140625,,,,,,,,,,,,,,,,C,r3,coin-heaven,325012,425012,coin-heaven-repeat,0.34
1,1,_run_plan_e8ab8175dc_e49d63b2a8,evaluation,400,400,23,23,50,0,0,1,,0,0,400,0.0,True,step_limit,03d28fcd35ff632bd9e184e2780eb91d21395e36764a1a4834bc1a669637179d,7,186,21,184,1,1,0,2.491593360900879,3.8163900375366206,7.370471954345703,,,,,,,,,,,,,,,,C,r3,coin-heaven,325013,425013,coin-heaven-repeat,0.46
1,1,_run_plan_e8ab8175dc_e49d63b2a8,evaluation,400,400,23,23,50,0,0,0,,0,0,400,0.0,True,step_limit,bed14b74b1bf29fa0c11a6e934f7c36eda091935627898db0f48366b0c019621,19,8,13,21,339,0,0,2.734661102294922,4.070639610290527,5.873680114746094,,,,,,,,,,,,,,,,C,r3,coin-heaven,325014,425014,coin-heaven-repeat,0.46
