stage,job,world_seed,agent_seed,repeat,behavior_epsilon,score,strict_win,collection_fraction,coins,crates,eliminations,survived,survival_steps,self_kills,invalid_actions,bomb_actions
evaluation,control-r3-coin-heaven,5931503,6931503,1,0.0,11,0,0.22,11,0,0,1,400,0,0,0
evaluation,control-r3-coin-heaven,5931504,6931504,1,0.0,18,0,0.36,18,0,0,1,400,0,0,0
evaluation,control-r3-coin-heaven,5931505,6931505,1,0.0,2,0,0.04,2,0,0,1,400,0,0,0
evaluation,control-r3-loot-crate,5931601,6931601,0,0.0,0,0,0.0,0,0,0,1,400,0,0,0
evaluation,control-r3-loot-crate,5931602,6931602,0,0.0,0,0,0.0,0,8,0,1,400,0,0,3
evaluation,control-r3-loot-crate,5931603,6931603,0,0.0,0,0,0.0,0,0,0,1,400,0,0,0
evaluation,control-r3-loot-crate,5931604,6931604,0,0.0,6,0,0.12,6,22,0,0,64,1,0,7
evaluation,control-r3-loot-crate,5931605,6931605,0,0.0,3,0,0.06,3,5,0,1,400,0,0,2
evaluation,control-r3-loot-crate,5931601,6931601,1,0.0,0,0,0.0,0,0,0,1,400,0,0,0
evaluation,control-r3-loot-crate,5931602,6931602,1,0.0,0,0,0.0,0,8,0,1,400,0,0,3
evaluation,control-r3-loot-crate,5931603,6931603,1,0.0,0,0,0.0,0,0,0,1,400,0,0,0
evaluation,control-r3-loot-crate,5931604,6931604,1,0.0,6,0,0.12,6,22,0,0,64,1,0,7
evaluation,control-r3-loot-crate,5931605,6931605,1,0.0,3,0,0.06,3,5,0,1,400,0,0,2
evaluation,control-r3-classic-empty,5931701,6931701,0,0.0,4,0,0.4444444444444444,4,42,0,1,400,0,0,14
evaluation,control-r3-classic-empty,5931702,6931702,0,0.0,5,0,0.5555555555555556,5,72,0,1,400,0,0,31
evaluation,control-r3-classic-empty,5931703,6931703,0,0.0,3,0,0.3333333333333333,3,44,0,1,400,0,0,16
evaluation,control-r3-classic-empty,5931704,6931704,0,0.0,2,0,0.2222222222222222,2,36,0,1,400,0,0,51
evaluation,control-r3-classic-empty,5931705,6931705,0,0.0,3,0,0.3333333333333333,3,39,0,1,400,0,0,10
evaluation,control-r3-classic-empty,5931701,6931701,1,0.0,4,0,0.4444444444444444,4,42,0,1,400,0,0,14
evaluation,control-r3-classic-empty,5931702,6931702,1,0.0,5,0,0.5555555555555556,5,72,0,1,400,0,0,31
evaluation,control-r3-classic-empty,5931703,6931703,1,0.0,3,0,0.3333333333333333,3,44,0,1,400,0,0,16
evaluation,control-r3-classic-empty,5931704,6931704,1,0.0,2,0,0.2222222222222222,2,36,0,1,400,0,0,51
evaluation,control-r3-classic-empty,5931705,6931705,1,0.0,3,0,0.3333333333333333,3,39,0,1,400,0,0,10
evaluation,treatment-r3-classic-peaceful,5931401,6931401,0,0.0,0,0,0.0,0,9,0,1,400,0,0,4
evaluation,treatment-r3-classic-peaceful,5931402,6931402,0,0.0,0,0,0.0,0,10,0,1,400,0,0,5
evaluation,treatment-r3-classic-peaceful,5931403,6931403,0,0.0,9,1,0.4444444444444444,4,82,1,0,375,1,0,50
evaluation,treatment-r3-classic-peaceful,5931404,6931404,0,0.0,5,1,0.5555555555555556,5,70,0,0,297,1,0,40
evaluation,treatment-r3-classic-peaceful,5931405,6931405,0,0.0,8,1,0.8888888888888888,8,94,0,1,400,0,0,53
evaluation,treatment-r3-classic-peaceful,5931401,6931401,1,0.0,0,0,0.0,0,9,0,1,400,0,0,4
evaluation,treatment-r3-classic-peaceful,5931402,6931402,1,0.0,0,0,0.0,0,10,0,1,400,0,0,5
evaluation,treatment-r3-classic-peaceful,5931403,6931403,1,0.0,9,1,0.4444444444444444,4,82,1,0,375,1,0,50
evaluation,treatment-r3-classic-peaceful,5931404,6931404,1,0.0,5,1,0.5555555555555556,5,70,0,0,297,1,0,40
evaluation,treatment-r3-classic-peaceful,5931405,6931405,1,0.0,8,1,0.8888888888888888,8,94,0,1,400,0,0,53
evaluation,treatment-r3-coin-heaven,5931501,6931501,0,0.0,2,0,0.04,2,0,0,1,400,0,0,0
evaluation,treatment-r3-coin-heaven,5931502,6931502,0,0.0,6,0,0.12,6,0,0,1,400,0,0,1
evaluation,treatment-r3-coin-heaven,5931503,6931503,0,0.0,5,0,0.1,5,0,0,1,400,0,0,1
evaluation,treatment-r3-coin-heaven,5931504,6931504,0,0.0,18,0,0.36,18,0,0,1,400,0,0,2
evaluation,treatment-r3-coin-heaven,5931505,6931505,0,0.0,4,0,0.08,4,0,0,1,400,0,0,1
evaluation,treatment-r3-coin-heaven,5931501,6931501,1,0.0,2,0,0.04,2,0,0,1,400,0,0,0
evaluation,treatment-r3-coin-heaven,5931502,6931502,1,0.0,6,0,0.12,6,0,0,1,400,0,0,1
evaluation,treatment-r3-coin-heaven,5931503,6931503,1,0.0,5,0,0.1,5,0,0,1,400,0,0,1
evaluation,treatment-r3-coin-heaven,5931504,6931504,1,0.0,18,0,0.36,18,0,0,1,400,0,0,2
evaluation,treatment-r3-coin-heaven,5931505,6931505,1,0.0,4,0,0.08,4,0,0,1,400,0,0,1
evaluation,treatment-r3-loot-crate,5931601,6931601,0,0.0,4,0,0.08,4,23,0,1,400,0,0,7
evaluation,treatment-r3-loot-crate,5931602,6931602,0,0.0,0,0,0.0,0,8,0,1,400,0,0,3
evaluation,treatment-r3-loot-crate,5931603,6931603,0,0.0,5,0,0.1,5,14,0,1,400,0,0,8
evaluation,treatment-r3-loot-crate,5931604,6931604,0,0.0,8,0,0.16,8,19,0,1,400,0,0,12
evaluation,treatment-r3-loot-crate,5931605,6931605,0,0.0,1,0,0.02,1,7,0,0,18,1,0,2
evaluation,treatment-r3-loot-crate,5931601,6931601,1,0.0,4,0,0.08,4,23,0,1,400,0,0,7
evaluation,treatment-r3-loot-crate,5931602,6931602,1,0.0,0,0,0.0,0,8,0,1,400,0,0,3
evaluation,treatment-r3-loot-crate,5931603,6931603,1,0.0,5,0,0.1,5,14,0,1,400,0,0,8
evaluation,treatment-r3-loot-crate,5931604,6931604,1,0.0,8,0,0.16,8,19,0,1,400,0,0,12
evaluation,treatment-r3-loot-crate,5931605,6931605,1,0.0,1,0,0.02,1,7,0,0,18,1,0,2
evaluation,treatment-r3-classic-empty,5931701,6931701,0,0.0,5,0,0.5555555555555556,5,76,0,1,400,0,0,55
evaluation,treatment-r3-classic-empty,5931702,6931702,0,0.0,6,0,0.6666666666666666,6,103,0,1,400,0,0,54
evaluation,treatment-r3-classic-empty,5931703,6931703,0,0.0,2,0,0.2222222222222222,2,21,0,1,400,0,0,7
evaluation,treatment-r3-classic-empty,5931704,6931704,0,0.0,2,0,0.2222222222222222,2,56,0,1,400,0,0,35
evaluation,treatment-r3-classic-empty,5931705,6931705,0,0.0,0,0,0.0,0,8,0,0,21,1,0,3
evaluation,treatment-r3-classic-empty,5931701,6931701,1,0.0,5,0,0.5555555555555556,5,76,0,1,400,0,0,55
evaluation,treatment-r3-classic-empty,5931702,6931702,1,0.0,6,0,0.6666666666666666,6,103,0,1,400,0,0,54
evaluation,treatment-r3-classic-empty,5931703,6931703,1,0.0,2,0,0.2222222222222222,2,21,0,1,400,0,0,7
evaluation,treatment-r3-classic-empty,5931704,6931704,1,0.0,2,0,0.2222222222222222,2,56,0,1,400,0,0,35
evaluation,treatment-r3-classic-empty,5931705,6931705,1,0.0,0,0,0.0,0,8,0,0,21,1,0,3
