treatment,model,scenario,world_seed,coins_collected,initially_available_coins,collection_fraction,self_kills,evaluation_decisions,evaluation_unseen_decisions,decision_time_p95_ms,decision_time_max_ms,action_sequence_sha256,repeat_match,repeat_decision_time_p95_ms,repeat_decision_time_max_ms,repeat_action_sequence_sha256
control,r1,coin-heaven,153031,50,50,1.0,0,111,0,0.23806095123291016,1.8868446350097656,c6c6a23ada9df90f3c9f1e39e4764312bf5a4d5037a417cb9be95b6bd701774d,True,1.2015104293823242,3.0803680419921875,c6c6a23ada9df90f3c9f1e39e4764312bf5a4d5037a417cb9be95b6bd701774d
control,r1,coin-heaven,153032,50,50,1.0,0,129,0,0.2641677856445312,0.6358623504638672,61921ba2f276f07617344fe1077a9c0950efe3eed643c85af407444cd8355f8f,True,0.37522315979003906,0.8032321929931641,61921ba2f276f07617344fe1077a9c0950efe3eed643c85af407444cd8355f8f
control,r1,coin-heaven,153033,50,50,1.0,0,131,0,0.2944469451904297,0.6670951843261719,a1a8e9604098ec5948d2d09172d7064dd7ecafa6425ed139b1385c0185174ea6,True,1.007080078125,1.6908645629882812,a1a8e9604098ec5948d2d09172d7064dd7ecafa6425ed139b1385c0185174ea6
control,r1,coin-heaven,153034,50,50,1.0,0,121,0,0.2391338348388672,0.34308433532714844,0adfe0807f61e3e0def9b82014d2097e55143300b7fee21bd2f7b08634badc3d,True,0.14495849609375,0.20003318786621094,0adfe0807f61e3e0def9b82014d2097e55143300b7fee21bd2f7b08634badc3d
control,r1,coin-heaven,153035,50,50,1.0,0,139,0,0.22625923156738276,0.3173351287841797,ef117b9c3535ad8c19f2e77ad130d796acf4052adf728d85b46c05ecebf45d76,True,0.36382675170898426,1.096963882446289,ef117b9c3535ad8c19f2e77ad130d796acf4052adf728d85b46c05ecebf45d76
control,r1,coin-heaven,153036,50,50,1.0,0,121,0,0.21600723266601562,0.32520294189453125,53c1a229bb0fbe441dfb4940b3c2e7521c1816b283aae36e95839449d86a3c5d,True,0.2551078796386719,0.926971435546875,53c1a229bb0fbe441dfb4940b3c2e7521c1816b283aae36e95839449d86a3c5d
control,r1,coin-heaven,153037,50,50,1.0,0,119,0,0.1607179641723632,0.3619194030761719,483557e615e7915bb2dd0f30686c6f109e21e46b5c464931c8840d0caee5e3bb,True,0.19276142120361323,0.7290840148925781,483557e615e7915bb2dd0f30686c6f109e21e46b5c464931c8840d0caee5e3bb
control,r1,coin-heaven,153038,50,50,1.0,0,112,0,0.2584218978881835,0.8220672607421875,2040c0ff6fc9c9fa58de2956dbdd41a8a7dabbb799bcead5db7bf97fb6fcb407,True,0.24797916412353505,0.7951259613037109,2040c0ff6fc9c9fa58de2956dbdd41a8a7dabbb799bcead5db7bf97fb6fcb407
control,r1,coin-heaven,153039,50,50,1.0,0,128,0,0.18835067749023435,0.26798248291015625,e9b3e99fe4fdbf5aa0017170cede539ccec592778c05690e346238068d2f826c,True,0.22091865539550776,0.35500526428222656,e9b3e99fe4fdbf5aa0017170cede539ccec592778c05690e346238068d2f826c
control,r1,coin-heaven,153040,50,50,1.0,0,121,0,0.2720355987548828,0.47326087951660156,4aec9ea637326955b0f4f7d8260c5dfed39834287df979ee07fe103359582fb3,True,0.2968311309814453,0.5970001220703125,4aec9ea637326955b0f4f7d8260c5dfed39834287df979ee07fe103359582fb3
control,r1,loot-crate,154001,16,50,0.32,0,400,0,0.2817511558532709,1.127004623413086,9c7f2026fba397b207b58cdea22eb53039ea51798eafc906ff9a3a96a902b9db,True,0.2850055694580077,0.6070137023925781,9c7f2026fba397b207b58cdea22eb53039ea51798eafc906ff9a3a96a902b9db
control,r1,loot-crate,154002,12,50,0.24,0,400,0,0.30529499053955045,1.1072158813476562,1787c3cdfcb2ff9058e4289d8e8cf5b8790a313c6a73ab942cc1802539a9256b,True,0.2508759498596191,2.788066864013672,1787c3cdfcb2ff9058e4289d8e8cf5b8790a313c6a73ab942cc1802539a9256b
control,r1,loot-crate,154003,7,50,0.14,0,400,0,0.5247473716735833,1.6598701477050781,5105f8b9e8b29db842399d9db2bc645599c877e6bf6b58cb442a2bfbae3ef75a,True,0.5388259887695312,1.6570091247558594,5105f8b9e8b29db842399d9db2bc645599c877e6bf6b58cb442a2bfbae3ef75a
