treatment,model,scenario,world_seed,coins_collected,initially_available_coins,collection_fraction,self_kills,evaluation_decisions,evaluation_unseen_decisions,decision_time_p95_ms,decision_time_max_ms,action_sequence_sha256,repeat_match,repeat_decision_time_p95_ms,repeat_decision_time_max_ms,repeat_action_sequence_sha256
control,r1,coin-heaven,163005,50,50,1.0,0,119,0,0.3937482833862304,0.553131103515625,51816aa7e621a375db43987a55118fd0b8a1415b765e9cc0d043d53322d6ddef,True,0.2196311950683593,0.36406517028808594,51816aa7e621a375db43987a55118fd0b8a1415b765e9cc0d043d53322d6ddef
control,r1,coin-heaven,163006,50,50,1.0,0,129,0,0.3913402557373045,0.6210803985595703,034da45ba6ed32a552a8730419e43965c6487d0ea8cb05aa1d37d97d1edde078,True,0.3188610076904295,0.6968975067138672,034da45ba6ed32a552a8730419e43965c6487d0ea8cb05aa1d37d97d1edde078
control,r1,coin-heaven,163007,50,50,1.0,0,125,0,0.3199577331542968,0.5099773406982422,52a4643b91e88e4148310b0c65360eae090730c11071ec46e8e4f5f38f061222,True,0.37088394165039057,0.49805641174316406,52a4643b91e88e4148310b0c65360eae090730c11071ec46e8e4f5f38f061222
control,r1,coin-heaven,163008,50,50,1.0,0,131,0,0.19788742065429688,0.9319782257080078,a0cc1814defa882c684f657b92ee4e72dac50910d42bcb741c725ea2e3634b87,True,0.28693675994873047,0.5908012390136719,a0cc1814defa882c684f657b92ee4e72dac50910d42bcb741c725ea2e3634b87
control,r1,coin-heaven,163009,50,50,1.0,0,114,0,0.20517110824584958,1.0998249053955078,342e43b9bb8f1c9d9fbddef6dda1e472d9b1a39a1f67cab71088ccc3b6266ca7,True,0.16376972198486323,0.5650520324707031,342e43b9bb8f1c9d9fbddef6dda1e472d9b1a39a1f67cab71088ccc3b6266ca7
control,r1,coin-heaven,163010,50,50,1.0,0,121,0,0.2541542053222656,0.4010200500488281,9a4b791a451f6e133aa725b69e23931014ea2a168a635e91d1a97e7038cafe4a,True,0.11301040649414062,0.1919269561767578,9a4b791a451f6e133aa725b69e23931014ea2a168a635e91d1a97e7038cafe4a
control,r1,coin-heaven,163011,50,50,1.0,0,121,0,0.17404556274414062,0.2770423889160156,99088c272c0fbafd57e02487dfa3aa4a0a5a8811fbf9f755ce2a6b8bf120fc72,True,0.15997886657714844,0.26106834411621094,99088c272c0fbafd57e02487dfa3aa4a0a5a8811fbf9f755ce2a6b8bf120fc72
control,r1,coin-heaven,163012,50,50,1.0,0,124,0,2.73817777633667,6.305217742919922,46719599562c1731b59526d09a8f92a1155d3f0d59ae8ace21f9f760f36c1ce5,True,0.29593706130981445,0.4258155822753906,46719599562c1731b59526d09a8f92a1155d3f0d59ae8ace21f9f760f36c1ce5
control,r1,coin-heaven,163013,50,50,1.0,0,111,0,0.42319297790527344,0.7979869842529297,d2cfc1ff427c0213b36873cffdb5d09ea2ab43897fef677f6d66d5cfbc4136af,True,0.3268718719482422,1.0840892791748047,d2cfc1ff427c0213b36873cffdb5d09ea2ab43897fef677f6d66d5cfbc4136af
control,r1,coin-heaven,163014,50,50,1.0,0,120,0,0.4610538482666015,1.3790130615234375,9fa8ffefd5a90bacdfb73e676a9a39300ba342dd91d507c0d464f2387c373f23,True,0.3451228141784668,0.6389617919921875,9fa8ffefd5a90bacdfb73e676a9a39300ba342dd91d507c0d464f2387c373f23
control,r1,coin-heaven,163015,50,50,1.0,0,124,0,0.43736696243286133,1.5170574188232422,4108b308da700315adb25095ee5df7de270b6794a4e9bc2f04874c7e13fcd7c0,True,0.22879838943481443,0.3612041473388672,4108b308da700315adb25095ee5df7de270b6794a4e9bc2f04874c7e13fcd7c0
control,r1,coin-heaven,163016,50,50,1.0,0,114,0,0.3093719482421875,0.5259513854980469,89b7e17c46a2bffa32b5ac78ff47f41518c3f84bec519e91127357602be3c2d4,True,0.2669215202331543,0.5550384521484375,89b7e17c46a2bffa32b5ac78ff47f41518c3f84bec519e91127357602be3c2d4
control,r1,coin-heaven,163017,50,50,1.0,0,129,0,0.21901130676269526,0.3619194030761719,e77e4a54841a48caae070f063b231ec703ecae731c692efe3b54ddc89c3611d7,True,0.5713939666748046,4.349946975708008,e77e4a54841a48caae070f063b231ec703ecae731c692efe3b54ddc89c3611d7
control,r1,coin-heaven,163018,50,50,1.0,0,131,0,0.37801265716552734,2.248048782348633,5de0c63849595348ed9a9b94733091a3d294ed6c146133fca2c40a8e3b475ce4,True,0.2390146255493164,0.4851818084716797,5de0c63849595348ed9a9b94733091a3d294ed6c146133fca2c40a8e3b475ce4
control,r1,coin-heaven,163019,50,50,1.0,0,130,0,0.3055334091186523,2.1240711212158203,9bd602514c75a875faa8f057ad2b282b8d9f03f568c7b105062bf55294c8d9a6,True,0.37996768951416,0.8618831634521484,9bd602514c75a875faa8f057ad2b282b8d9f03f568c7b105062bf55294c8d9a6
control,r1,coin-heaven,163020,50,50,1.0,0,120,0,0.3132343292236328,0.48995018005371094,8fe85cb2a3834cc15c5923b6d184de7395cced8305c6572cc5c616ba81a0778e,True,0.1400589942932127,0.42319297790527344,8fe85cb2a3834cc15c5923b6d184de7395cced8305c6572cc5c616ba81a0778e
control,r1,coin-heaven,163021,50,50,1.0,0,120,0,0.2243995666503906,1.4100074768066406,3e52377937f4b2a1bcbfaaf8eee128017b8a6551be937c0b38d8f46ded7936c4,True,0.32883882522583,0.576019287109375,3e52377937f4b2a1bcbfaaf8eee128017b8a6551be937c0b38d8f46ded7936c4
control,r1,coin-heaven,163022,50,50,1.0,0,101,0,0.3666877746582031,0.5147457122802734,8832cc398a36fe043bd7183b0f48b36e9131d1276ba5c84ab31e6d77b9d8f872,True,0.1499652862548828,0.34999847412109375,8832cc398a36fe043bd7183b0f48b36e9131d1276ba5c84ab31e6d77b9d8f872
control,r1,coin-heaven,163023,50,50,1.0,0,118,0,0.3352999687194824,0.5891323089599609,2f7f20726cc9a28413bece6ed0c2c058741577e74d067cfb0d8b8d863efd10e8,True,0.27003288269042963,0.6148815155029297,2f7f20726cc9a28413bece6ed0c2c058741577e74d067cfb0d8b8d863efd10e8
control,r1,coin-heaven,163024,50,50,1.0,0,122,0,0.33693313598632785,0.5729198455810547,e1e9efd4891060e6568e498bc69695335c892f1eb0338404be49b04ba5a0f8ec,True,0.491654872894287,0.8649826049804688,e1e9efd4891060e6568e498bc69695335c892f1eb0338404be49b04ba5a0f8ec
control,r1,coin-heaven,163025,50,50,1.0,0,119,0,0.26402473449707015,1.3456344604492188,7dbae2a3d56f236c2f793ce1adf590e0300c16e289a9d36fc62c4ab5dda385c3,True,0.40240287780761674,1.5912055969238281,7dbae2a3d56f236c2f793ce1adf590e0300c16e289a9d36fc62c4ab5dda385c3
control,r1,coin-heaven,163026,50,50,1.0,0,120,0,0.34377574920654286,1.8558502197265625,d9f5939975939f67ee31f1fc6f75a173cabd84c19632f5bb304758c74023a795,True,0.44732093811035156,0.6930828094482422,d9f5939975939f67ee31f1fc6f75a173cabd84c19632f5bb304758c74023a795
control,r1,coin-heaven,163027,50,50,1.0,0,117,0,0.26102066040039007,0.4818439483642578,098d301245e8238eb45b1d971e898a755d16fcdce0a30a531a4f4d74b752a7da,True,0.3601551055908201,0.5261898040771484,098d301245e8238eb45b1d971e898a755d16fcdce0a30a531a4f4d74b752a7da
control,r1,coin-heaven,163028,50,50,1.0,0,133,0,0.294399261474609,0.5428791046142578,6280ed0049a3a4c7073ef6414cfa866b855b963a10ab924cd91bbb020d837b0f,True,0.19540786743164057,0.23603439331054688,6280ed0049a3a4c7073ef6414cfa866b855b963a10ab924cd91bbb020d837b0f
